,high,low,open,close,volume,neg,neu,pos,compound,Daily References
2021-01-04,1760.6500244140625,1707.8499755859375,1757.5400390625,1728.239990234375,1901900,0.0448125,0.9271874999999999,0.028,-0.022681249999999993,16
2021-01-05,1747.6700439453125,1718.0150146484375,1725.0,1740.9200439453125,1145300,0.03090909090909091,0.877090909090909,0.092,0.12005454545454546,11
2021-01-06,1748.0,1699.0,1702.6300048828125,1735.2900390625,2602100,0.064,0.8097058823529412,0.1262941176470588,0.12472352941176469,17
2021-01-07,1788.4000244140625,1737.050048828125,1740.06005859375,1787.25,2265000,0.1306,0.8346666666666668,0.03473333333333333,-0.17455333333333334,15
2021-01-08,1809.8399658203125,1773.5350341796875,1787.97998046875,1807.2099609375,2050600,0.06813043478260869,0.8910434782608694,0.04082608695652174,-0.06298695652173912,23
2021-01-12,1778.0400390625,1725.31005859375,1753.9200439453125,1746.550048828125,1357000,0.09535,0.8584499999999998,0.0462,-0.09553,20
2021-01-13,1765.0350341796875,1738.010009765625,1738.5799560546875,1754.4000244140625,1094100,0.06682758620689655,0.8766896551724138,0.05648275862068966,0.0037068965517241315,29
2021-01-14,1775.010009765625,1733.4000244140625,1753.6199951171875,1740.1800537109375,1179500,0.09026315789473685,0.8799473684210527,0.029789473684210522,-0.0947421052631579,19
2021-01-15,1756.0,1721.550048828125,1738.18994140625,1736.18994140625,1342200,0.09666666666666668,0.7785833333333333,0.12483333333333334,0.01869166666666666,12
2021-01-19,1809.2750244140625,1741.4599609375,1752.25,1790.8599853515625,1734600,0.06836111111111111,0.8515833333333334,0.08005555555555557,0.012008333333333324,36
2021-01-20,1903.7099609375,1825.530029296875,1831.4599609375,1886.9000244140625,2490300,0.01282608695652174,0.8448695652173912,0.14230434782608695,0.16202608695652168,69
2021-01-21,1934.8599853515625,1887.1099853515625,1898.0,1891.25,2063900,0.07161702127659575,0.8956702127659576,0.03271276595744681,-0.061192553191489356,94
2021-01-22,1910.949951171875,1881.760009765625,1895.6800537109375,1901.050048828125,1272100,0.069625,0.8724375000000001,0.0579375,-0.01790625,128
2021-01-25,1929.5799560546875,1867.530029296875,1920.6700439453125,1899.4000244140625,1927300,0.04035999999999999,0.8929999999999998,0.06659999999999999,0.055624,25
2021-01-26,1925.0,1884.2449951171875,1888.8399658203125,1917.239990234375,1313100,0.028300000000000002,0.8602000000000001,0.1115,0.11581499999999997,20
2021-01-27,1890.0,1809.0,1882.530029296875,1830.7900390625,2748300,0.12345000000000002,0.77845,0.09814999999999999,-0.06130000000000002,20
2021-01-28,1898.8299560546875,1842.6400146484375,1843.93994140625,1863.1099853515625,1773100,0.03664,0.86468,0.09868000000000002,0.09855599999999999,25
2021-01-29,1857.280029296875,1810.199951171875,1846.1700439453125,1835.739990234375,1612600,0.05642857142857143,0.8187142857142858,0.12485714285714286,0.06795714285714285,7
2021-02-01,1922.3919677734375,1850.9300537109375,1853.5699462890625,1901.3499755859375,1602200,0.03108571428571429,0.8886285714285713,0.0802857142857143,0.08509142857142858,35
2021-02-02,1955.760009765625,1914.489990234375,1922.56005859375,1927.510009765625,2273700,0.219,0.781,0.0,-0.4215,1
2021-02-03,2116.5,2018.3800048828125,2073.0,2070.070068359375,4118200,0.0558,0.8413666666666667,0.10279999999999999,0.07029333333333335,30
2021-02-04,2078.550048828125,2042.5899658203125,2068.889892578125,2062.3701171875,1852300,0.08434375,0.8294375,0.08621874999999998,-0.0051156249999999934,32
2021-02-05,2102.510009765625,2059.330078125,2070.0,2098.0,1535100,0.039842105263157894,0.8567368421052631,0.10342105263157896,0.09023684210526316,19
2021-02-08,2123.547119140625,2072.0,2105.909912109375,2092.909912109375,1241900,0.061769230769230764,0.7859999999999998,0.15215384615384617,0.11521538461538462,26
2021-02-09,2105.1298828125,2078.5400390625,2078.5400390625,2083.510009765625,889900,0.03516666666666667,0.9383333333333334,0.0265,0.015858333333333332,12
2021-02-10,2108.3701171875,2063.090087890625,2094.2099609375,2095.3798828125,1135500,0.011666666666666665,0.8508,0.13753333333333334,0.18126666666666666,15
2021-02-11,2102.030029296875,2077.320068359375,2099.510009765625,2095.889892578125,945700,0.029384615384615384,0.8485384615384615,0.12207692307692307,0.1437076923076923,13
2021-02-12,2108.820068359375,2083.1298828125,2090.25,2104.110107421875,855700,0.0725,0.8636874999999999,0.06381250000000001,-0.054475,16
2021-02-16,2152.679931640625,2104.360107421875,2104.360107421875,2121.89990234375,1133800,0.0,0.769,0.231,0.4019,1
2021-02-17,2133.659912109375,2098.919921875,2100.0,2128.31005859375,1070900,0.1658,0.7769999999999999,0.0573,-0.14750000000000002,10
2021-02-18,2132.735107421875,2103.7099609375,2110.389892578125,2117.199951171875,1121600,0.0883235294117647,0.8603235294117646,0.05135294117647059,-0.07470588235294118,34
2021-02-19,2130.530029296875,2097.409912109375,2119.27001953125,2101.139892578125,1457400,0.050705882352941184,0.8503235294117646,0.09891176470588235,0.07651176470588235,34
2021-02-22,2091.419921875,2062.139892578125,2067.0,2064.8798828125,1367500,0.11338461538461539,0.8480000000000001,0.038615384615384614,-0.14406923076923078,13
2021-02-23,2082.010009765625,2002.02001953125,2025.010009765625,2070.860107421875,1667400,0.0,0.8203333333333335,0.17966666666666667,0.21003333333333332,3
2021-03-02,2104.3701171875,2071.260009765625,2076.18994140625,2075.840087890625,1134600,0.1467142857142857,0.8532857142857143,0.0,-0.23508571428571431,7
2021-03-03,2088.51806640625,2010.0,2067.2099609375,2026.7099609375,1484200,0.044384615384615383,0.8708461538461538,0.08476923076923078,0.06021153846153847,26
2021-03-04,2089.239990234375,2020.27001953125,2023.3699951171875,2049.090087890625,2118000,0.0897222222222222,0.8263333333333334,0.08394444444444445,0.02374444444444445,18
2021-03-05,2118.110107421875,2046.4150390625,2073.1201171875,2108.5400390625,2195200,0.034,0.81785,0.14815,0.19989500000000002,20
2021-03-08,2128.81005859375,2021.6099853515625,2101.1298828125,2024.1700439453125,1647400,0.020937499999999998,0.88275,0.0963125,0.11869375,16
2021-03-09,2078.0400390625,2047.8299560546875,2070.0,2052.699951171875,1697300,0.08979999999999999,0.7693999999999999,0.1408,0.13536,5
2021-03-17,2109.780029296875,2054.0,2076.030029296875,2091.080078125,1299000,0.07285714285714286,0.7697142857142857,0.15742857142857142,0.1649428571428571,7
2021-03-18,2075.5,2033.550048828125,2061.0,2036.219970703125,1361400,0.02373529411764706,0.9117647058823528,0.06449999999999999,0.07770882352941177,34
2021-03-19,2053.10009765625,2017.6800537109375,2042.050048828125,2043.199951171875,2314900,0.11811111111111111,0.792,0.08988888888888888,-0.09838888888888889,9
2021-03-22,2057.989990234375,2026.0699462890625,2041.8399658203125,2038.5899658203125,1954800,0.05821428571428571,0.8635000000000002,0.07828571428571428,0.05867499999999999,28
2021-03-23,2072.302001953125,2039.219970703125,2051.699951171875,2052.9599609375,1367000,0.014777777777777779,0.941111111111111,0.044111111111111115,0.03955555555555555,9
2021-03-25,2058.8701171875,2010.72998046875,2044.81005859375,2044.3599853515625,1418900,0.06614814814814815,0.862185185185185,0.07166666666666667,-0.002803703703703697,27
2021-03-26,2050.989990234375,2014.02001953125,2038.8599853515625,2035.550048828125,1493500,0.0301,0.8769499999999999,0.09295,0.06593999999999998,20
2021-03-29,2058.429931640625,2015.6199951171875,2027.8800048828125,2055.949951171875,1229800,0.05404347826086956,0.862304347826087,0.08365217391304347,0.04757826086956522,23
2021-03-30,2070.780029296875,2044.030029296875,2057.6298828125,2055.5400390625,1036600,0.018600000000000002,0.8881333333333333,0.09326666666666666,0.09964666666666668,15
2021-04-05,2237.31005859375,2151.6201171875,2152.93994140625,2225.550048828125,2164900,0.10129999999999999,0.783,0.11560000000000001,0.032700000000000014,10
2021-04-06,2237.659912109375,2214.800048828125,2222.5,2224.75,1353000,0.04338461538461539,0.8119230769230769,0.14461538461538462,0.16668076923076924,26
2021-04-07,2255.0,2225.330078125,2226.1298828125,2249.679931640625,1289900,0.07035,0.8328,0.09685,0.07754,20
2021-04-08,2284.0048828125,2257.679931640625,2277.9599609375,2265.43994140625,1358300,0.1131153846153846,0.8138076923076922,0.07307692307692307,-0.06388076923076923,26
2021-04-09,2289.0400390625,2253.714111328125,2256.699951171875,2285.8798828125,1044400,0.06191666666666667,0.7885416666666667,0.1495833333333333,0.11212083333333334,48
2021-04-12,2275.320068359375,2238.465087890625,2266.25,2254.7900390625,1565900,0.042523809523809526,0.8038571428571428,0.15361904761904763,0.18740952380952378,21
2021-04-13,2277.2099609375,2256.090087890625,2261.469970703125,2267.27001953125,1165500,0.06266666666666668,0.7704444444444444,0.1668888888888889,0.16395555555555555,9
2021-04-14,2277.989990234375,2249.18994140625,2275.159912109375,2254.840087890625,1011000,0.07306896551724139,0.8471034482758621,0.07982758620689655,0.050072413793103454,29
2021-04-19,2318.449951171875,2287.844970703125,2291.97998046875,2302.39990234375,1234400,0.04016666666666666,0.9598333333333334,0.0,-0.03771666666666667,6
2021-04-20,2309.60009765625,2271.7099609375,2307.889892578125,2293.6298828125,1088700,0.048,0.9239375000000001,0.028062499999999997,-0.021068749999999997,16
2021-04-21,2295.320068359375,2258.570068359375,2285.25,2293.2900390625,1196500,0.05107999999999999,0.8695599999999999,0.07932,0.017752000000000004,25
2021-04-22,2303.761962890625,2256.449951171875,2293.22998046875,2267.919921875,1054800,0.017333333333333333,0.93,0.05266666666666667,0.101675,12
2021-04-23,2325.820068359375,2278.2099609375,2283.469970703125,2315.300048828125,1433500,0.03722727272727273,0.8546818181818182,0.10809090909090907,0.1363681818181818,22
2021-04-26,2341.260009765625,2313.840087890625,2319.929931640625,2326.739990234375,1041700,0.011166666666666667,0.934,0.05483333333333334,0.07315833333333333,12
